retrieved csv successfully!
Size of the data list: 125748
max_out_degree: 499
max_in_degree: 499
key: 56968, value_count: 1
key: 19595, value_count: 1
key: 79606, value_count: 1
key: 9040, value_count: 1
key: 35912, value_count: 1
key: 33894, value_count: 1
key: 103764, value_count: 1
key: 115087, value_count: 1
key: 46582, value_count: 1
key: 24201, value_count: 1
key: 58260, value_count: 1
key: 82162, value_count: 1
key: 83977, value_count: 1
key: 90883, value_count: 1
key: 93233, value_count: 1
key: 90344, value_count: 1
key: 8895, value_count: 1
key: 64122, value_count: 1
key: 40108, value_count: 1
key: 117289, value_count: 1
key: 60858, value_count: 1
key: 40874, value_count: 1
key: 55828, value_count: 1
key: 84675, value_count: 1
key: 93093, value_count: 1
key: 30751, value_count: 1
key: 45027, value_count: 1
key: 31281, value_count: 1
key: 8715, value_count: 1
key: 9162, value_count: 1
key: 42605, value_count: 1
key: 61565, value_count: 1
key: 83038, value_count: 1
key: 13768, value_count: 1
key: 86411, value_count: 1
key: 43268, value_count: 1
key: 114631, value_count: 1
key: 91538, value_count: 1
key: 49752, value_count: 1
key: 1509, value_count: 1
key: 118399, value_count: 1
key: 47710, value_count: 1
key: 56237, value_count: 1
key: 8977, value_count: 1
key: 13104, value_count: 1
key: 7048, value_count: 1
key: 45462, value_count: 1
key: 117337, value_count: 1
key: 66785, value_count: 1
key: 47764, value_count: 1
key: 122677, value_count: 1
key: 8679, value_count: 1
key: 11175, value_count: 1
key: 117000, value_count: 1
key: 84995, value_count: 1
key: 104953, value_count: 1
key: 19985, value_count: 1
key: 42159, value_count: 1
key: 68115, value_count: 1
key: 115582, value_count: 1
key: 123670, value_count: 1
key: 27153, value_count: 1
key: 53909, value_count: 1
key: 40314, value_count: 1
key: 37071, value_count: 1
key: 12807, value_count: 1
key: 69531, value_count: 1
key: 43804, value_count: 1
key: 106175, value_count: 1
key: 74764, value_count: 1
key: 14865, value_count: 1
key: 19565, value_count: 1
key: 93250, value_count: 1
key: 42550, value_count: 1
key: 5495, value_count: 1
key: 33306, value_count: 1
key: 56108, value_count: 1
key: 48790, value_count: 1
key: 101941, value_count: 1
key: 20954, value_count: 1
key: 15507, value_count: 1
key: 42662, value_count: 1
key: 72270, value_count: 1
key: 78930, value_count: 1
key: 1116, value_count: 1
key: 13171, value_count: 1
key: 96978, value_count: 1
key: 37562, value_count: 1
key: 16352, value_count: 1
key: 73318, value_count: 1
key: 103018, value_count: 1
key: 121780, value_count: 1
key: 5533, value_count: 1
key: 110605, value_count: 1
key: 49724, value_count: 1
key: 63847, value_count: 1
key: 36160, value_count: 1
key: 122617, value_count: 1
key: 37050, value_count: 1
key: 15474, value_count: 1
key: 118636, value_count: 1
key: 26413, value_count: 1
key: 67674, value_count: 1
key: 122717, value_count: 1
key: 85986, value_count: 1
key: 121842, value_count: 1
key: 1132, value_count: 1
key: 14530, value_count: 1
key: 68534, value_count: 1
key: 103719, value_count: 1
key: 110962, value_count: 1
key: 35221, value_count: 1
key: 93978, value_count: 1
key: 10424, value_count: 1
key: 70672, value_count: 1
key: 79252, value_count: 1
key: 81589, value_count: 1
key: 34248, value_count: 1
key: 54082, value_count: 1
key: 25090, value_count: 1
key: 36120, value_count: 1
key: 99841, value_count: 1
key: 105514, value_count: 1
key: 68332, value_count: 1
key: 13470, value_count: 1
key: 8160, value_count: 1
key: 109892, value_count: 1
key: 6550, value_count: 1
key: 45113, value_count: 1
key: 111915, value_count: 1
key: 66714, value_count: 1
key: 63995, value_count: 1
key: 96840, value_count: 1
key: 14420, value_count: 1
key: 30135, value_count: 1
key: 101384, value_count: 1
key: 113593, value_count: 1
key: 1326, value_count: 1
key: 87583, value_count: 1
key: 63163, value_count: 1
key: 75279, value_count: 1
key: 43278, value_count: 1
key: 6585, value_count: 1
key: 3068, value_count: 1
key: 25907, value_count: 1
key: 58096, value_count: 1
key: 62446, value_count: 1
key: 28534, value_count: 1
key: 63337, value_count: 1
key: 71141, value_count: 1
key: 90925, value_count: 1
key: 94831, value_count: 1
key: 22059, value_count: 1
key: 30522, value_count: 1
key: 99408, value_count: 1
key: 24516, value_count: 1
key: 45410, value_count: 1
key: 34245, value_count: 1
key: 109714, value_count: 1
key: 93300, value_count: 1
key: 16688, value_count: 1
key: 402, value_count: 1
key: 9804, value_count: 1
key: 53753, value_count: 1
key: 88677, value_count: 1
key: 60568, value_count: 1
key: 108898, value_count: 1
key: 71587, value_count: 1
key: 118316, value_count: 1
key: 78048, value_count: 1
key: 5813, value_count: 1
key: 70826, value_count: 1
key: 123481, value_count: 1
key: 99489, value_count: 1
key: 30764, value_count: 1
key: 114824, value_count: 1
key: 89030, value_count: 1
key: 40465, value_count: 1
key: 47043, value_count: 1
key: 44602, value_count: 1
key: 84439, value_count: 1
key: 109059, value_count: 1
key: 101567, value_count: 1
key: 39038, value_count: 1
key: 79890, value_count: 1
key: 93410, value_count: 1
key: 4813, value_count: 1
key: 59841, value_count: 1
key: 6345, value_count: 1
key: 109722, value_count: 1
key: 32916, value_count: 1
key: 50370, value_count: 1
key: 30271, value_count: 1
key: 112284, value_count: 1
key: 108997, value_count: 1
key: 75663, value_count: 1
key: 21100, value_count: 1
key: 70512, value_count: 1
key: 123335, value_count: 1
key: 112487, value_count: 1
key: 103255, value_count: 1
key: 7936, value_count: 1
key: 89746, value_count: 1
key: 60126, value_count: 1
key: 37763, value_count: 1
key: 12879, value_count: 1
key: 93565, value_count: 1
key: 96100, value_count: 1
key: 14889, value_count: 1
key: 15508, value_count: 1
key: 56867, value_count: 1
key: 92033, value_count: 1
key: 42425, value_count: 1
key: 78548, value_count: 1
key: 1255, value_count: 1
key: 61868, value_count: 1
key: 79462, value_count: 1
key: 11614, value_count: 1
key: 89065, value_count: 1
key: 121674, value_count: 1
key: 103348, value_count: 1
key: 59888, value_count: 1
key: 7484, value_count: 1
key: 34754, value_count: 1
key: 103111, value_count: 1
key: 122041, value_count: 1
key: 115291, value_count: 1
key: 17841, value_count: 1
key: 48042, value_count: 1
key: 102236, value_count: 1
key: 80168, value_count: 1
key: 120978, value_count: 1
key: 24684, value_count: 1
key: 1120, value_count: 1
key: 43897, value_count: 1
key: 20698, value_count: 1
key: 39074, value_count: 1
key: 108359, value_count: 1
key: 41916, value_count: 1
key: 75738, value_count: 1
key: 103911, value_count: 1
key: 60598, value_count: 1
key: 81748, value_count: 1
key: 109153, value_count: 1
key: 92166, value_count: 1
key: 28261, value_count: 1
key: 91260, value_count: 1
key: 52816, value_count: 1
key: 97047, value_count: 1
key: 51409, value_count: 1
key: 44719, value_count: 1
key: 22276, value_count: 1
key: 74960, value_count: 1
key: 6697, value_count: 1
key: 4406, value_count: 1
key: 43744, value_count: 1
key: 46515, value_count: 1
key: 60723, value_count: 1
key: 117946, value_count: 1
key: 122268, value_count: 1
key: 63912, value_count: 1
key: 93556, value_count: 1
key: 99852, value_count: 1
key: 100141, value_count: 1
key: 14866, value_count: 1
key: 86396, value_count: 1
key: 118979, value_count: 1
key: 38271, value_count: 1
key: 57778, value_count: 1
key: 57861, value_count: 1
key: 106802, value_count: 1
key: 86422, value_count: 1
key: 114860, value_count: 1
key: 81092, value_count: 1
key: 71852, value_count: 1
key: 97242, value_count: 1
key: 12023, value_count: 1
key: 91446, value_count: 1
key: 20798, value_count: 1
key: 47292, value_count: 1
key: 70834, value_count: 1
key: 103410, value_count: 1
key: 111798, value_count: 1
key: 20245, value_count: 1
key: 34506, value_count: 1
key: 67652, value_count: 1
key: 71822, value_count: 1
key: 51804, value_count: 1
key: 72334, value_count: 1
key: 82105, value_count: 1
key: 105948, value_count: 1
key: 68502, value_count: 1
key: 108782, value_count: 1
key: 47375, value_count: 1
key: 125164, value_count: 1
key: 60045, value_count: 1
key: 85162, value_count: 1
key: 106297, value_count: 1
key: 81484, value_count: 1
key: 51861, value_count: 1
key: 74554, value_count: 1
key: 79678, value_count: 1
key: 111658, value_count: 1
key: 111374, value_count: 1
key: 84978, value_count: 1
key: 109315, value_count: 1
key: 102604, value_count: 1
key: 95554, value_count: 1
key: 39607, value_count: 1
key: 84588, value_count: 1
key: 584, value_count: 1
key: 94632, value_count: 1
key: 87108, value_count: 1
key: 74429, value_count: 1
key: 76346, value_count: 1
key: 42455, value_count: 1
key: 11394, value_count: 1
key: 109567, value_count: 1
key: 32218, value_count: 1
key: 88325, value_count: 1
key: 7297, value_count: 1
key: 23325, value_count: 1
key: 99081, value_count: 1
key: 104981, value_count: 1
key: 67491, value_count: 1
key: 12960, value_count: 1
key: 91875, value_count: 1
key: 99355, value_count: 1
key: 105084, value_count: 1
key: 15941, value_count: 1
key: 33632, value_count: 1
key: 4942, value_count: 1
key: 56597, value_count: 1
key: 573, value_count: 1
key: 117262, value_count: 1
key: 107895, value_count: 1
key: 28328, value_count: 1
key: 34121, value_count: 1
key: 77152, value_count: 1
key: 30700, value_count: 1
key: 59426, value_count: 1
key: 104534, value_count: 1
key: 65849, value_count: 1
key: 119982, value_count: 1
key: 48816, value_count: 1
key: 31339, value_count: 1
key: 93576, value_count: 1
key: 109045, value_count: 1
key: 118870, value_count: 1
key: 93356, value_count: 1
key: 9518, value_count: 1
key: 603, value_count: 1
key: 32276, value_count: 1
key: 72316, value_count: 1
key: 28055, value_count: 1
key: 29447, value_count: 1
key: 60918, value_count: 1
key: 46354, value_count: 1
key: 103552, value_count: 1
key: 52412, value_count: 1
key: 86093, value_count: 1
key: 86896, value_count: 1
key: 11989, value_count: 1
key: 78762, value_count: 1
key: 35631, value_count: 1
key: 65791, value_count: 1
key: 98293, value_count: 1
key: 67816, value_count: 1
key: 63070, value_count: 1
key: 66172, value_count: 1
key: 100024, value_count: 1
key: 70505, value_count: 1
key: 103789, value_count: 1
key: 104272, value_count: 1
key: 32514, value_count: 1
key: 35032, value_count: 1
key: 37116, value_count: 1
key: 106870, value_count: 1
key: 62211, value_count: 1
key: 17608, value_count: 1
key: 74786, value_count: 1
key: 31603, value_count: 1
key: 29187, value_count: 1
key: 49663, value_count: 1
key: 11455, value_count: 1
key: 85864, value_count: 1
key: 116852, value_count: 1
key: 45236, value_count: 1
key: 114673, value_count: 1
key: 107294, value_count: 1
key: 99513, value_count: 1
key: 24646, value_count: 1
key: 47062, value_count: 1
key: 73396, value_count: 1
key: 89057, value_count: 1
key: 39174, value_count: 1
key: 88251, value_count: 1
key: 68561, value_count: 1
key: 90313, value_count: 1
key: 48019, value_count: 1
key: 77302, value_count: 1
key: 120707, value_count: 1
key: 29191, value_count: 1
key: 45998, value_count: 1
key: 82092, value_count: 1
key: 30857, value_count: 1
key: 92855, value_count: 1
key: 13319, value_count: 1
key: 99479, value_count: 1
key: 22191, value_count: 1
key: 116746, value_count: 1
key: 94092, value_count: 1
key: 98881, value_count: 1
key: 10930, value_count: 1
key: 51846, value_count: 1
key: 95703, value_count: 1
key: 80435, value_count: 1
key: 70667, value_count: 1
key: 18444, value_count: 1
key: 35500, value_count: 1
key: 65733, value_count: 1
key: 106041, value_count: 1
key: 3692, value_count: 1
key: 48440, value_count: 1
key: 2588, value_count: 1
key: 72277, value_count: 1
key: 82184, value_count: 1
key: 60072, value_count: 1
key: 74711, value_count: 1
key: 95040, value_count: 1
key: 101357, value_count: 1
key: 115584, value_count: 1
key: 35703, value_count: 1
key: 70077, value_count: 1
key: 72009, value_count: 1
key: 11339, value_count: 1
key: 72729, value_count: 1
key: 79387, value_count: 1
key: 34241, value_count: 1
key: 59811, value_count: 1
key: 108716, value_count: 1
key: 69516, value_count: 1
key: 54264, value_count: 1
key: 9353, value_count: 1
key: 113403, value_count: 1
key: 14680, value_count: 1
key: 49880, value_count: 1
key: 29370, value_count: 1
key: 117364, value_count: 1
key: 108599, value_count: 1
key: 17340, value_count: 1
key: 106600, value_count: 1
key: 81673, value_count: 1
key: 18999, value_count: 1
key: 108555, value_count: 1
key: 4499, value_count: 1
key: 23406, value_count: 1
key: 33118, value_count: 1
key: 47029, value_count: 1
key: 58906, value_count: 1
key: 32222, value_count: 1
key: 64995, value_count: 1
key: 47973, value_count: 1
key: 112915, value_count: 1
key: 51295, value_count: 1
key: 9596, value_count: 1
key: 38685, value_count: 1
key: 45871, value_count: 1
key: 38488, value_count: 1
key: 98548, value_count: 1
key: 88869, value_count: 1
key: 37845, value_count: 1
key: 6401, value_count: 1
key: 77482, value_count: 1
key: 97625, value_count: 1
key: 19721, value_count: 1
key: 118350, value_count: 1
key: 11766, value_count: 1
key: 36723, value_count: 1
key: 37491, value_count: 1
key: 53399, value_count: 1
key: 73858, value_count: 1
key: 82625, value_count: 1
key: 100188, value_count: 1
key: 53512, value_count: 1
key: 59119, value_count: 1
key: 109884, value_count: 1
key: 114037, value_count: 1
key: 104445, value_count: 1
key: 85831, value_count: 1
key: 13734, value_count: 1
key: 59378, value_count: 1
key: 36836, value_count: 1
key: 66441, value_count: 1
key: 88259, value_count: 1
key: 95422, value_count: 1
key: 67526, value_count: 1
key: 60535, value_count: 1
key: 52897, value_count: 1
key: 5020, value_count: 1
key: 42314, value_count: 1
key: 56685, value_count: 1
key: 2158, value_count: 1
key: 28222, value_count: 1
key: 7674, value_count: 1
key: 107176, value_count: 1
key: 14203, value_count: 1
key: 4152, value_count: 1
key: 119607, value_count: 1
key: 117204, value_count: 1
key: 99086, value_count: 1
key: 88820, value_count: 1
key: 15980, value_count: 1
key: 114384, value_count: 1
key: 49010, value_count: 1
key: 5622, value_count: 1
key: 8046, value_count: 1
key: 14120, value_count: 1
key: 8881, value_count: 1
key: 27091, value_count: 1
key: 9524, value_count: 1
key: 109147, value_count: 1
key: 92325, value_count: 1
key: 103574, value_count: 1
key: 15147, value_count: 1
key: 114697, value_count: 1
key: 123853, value_count: 1
key: 107495, value_count: 1
key: 109566, value_count: 1
key: 111357, value_count: 1
key: 50445, value_count: 1
key: 71572, value_count: 1
key: 12855, value_count: 1
key: 44551, value_count: 1
key: 1158, value_count: 1
key: 62059, value_count: 1
key: 40000, value_count: 1
key: 108824, value_count: 1
key: 61642, value_count: 1
key: 42648, value_count: 1
key: 46394, value_count: 1
key: 34362, value_count: 1
key: 101448, value_count: 1
key: 63593, value_count: 1
key: 78921, value_count: 1
key: 121871, value_count: 1
key: 112601, value_count: 1
key: 73549, value_count: 1
key: 21025, value_count: 1
key: 43205, value_count: 1
key: 17752, value_count: 1
key: 41421, value_count: 1
key: 65868, value_count: 1
key: 115791, value_count: 1
key: 86052, value_count: 1
key: 56189, value_count: 1
key: 39678, value_count: 1
key: 68196, value_count: 1
key: 14325, value_count: 1
key: 33704, value_count: 1
key: 113148, value_count: 1
key: 110826, value_count: 1
key: 32577, value_count: 1
key: 19389, value_count: 1
key: 103371, value_count: 1
key: 78961, value_count: 1
key: 16326, value_count: 1
key: 50762, value_count: 1
key: 67493, value_count: 1
key: 31599, value_count: 1
key: 88502, value_count: 1
key: 75264, value_count: 1
key: 19336, value_count: 1
key: 72029, value_count: 1
key: 109070, value_count: 1
key: 26155, value_count: 1
key: 118167, value_count: 1
key: 105214, value_count: 1
key: 119695, value_count: 1
key: 112469, value_count: 1
key: 17133, value_count: 1
key: 28424, value_count: 1
key: 26091, value_count: 1
key: 50699, value_count: 1
key: 2810, value_count: 1
key: 69303, value_count: 1
key: 40661, value_count: 1
key: 4569, value_count: 1
key: 116783, value_count: 1
key: 52837, value_count: 1
key: 98917, value_count: 1
key: 110665, value_count: 1
key: 64826, value_count: 1
key: 94999, value_count: 1
key: 89193, value_count: 1
key: 10573, value_count: 1
key: 3678, value_count: 1
key: 64460, value_count: 1
key: 65652, value_count: 1
key: 10301, value_count: 1
key: 89750, value_count: 1
key: 58099, value_count: 1
key: 93019, value_count: 1
key: 20226, value_count: 1
key: 28654, value_count: 1
key: 25380, value_count: 1
key: 47113, value_count: 1
key: 33572, value_count: 1
key: 11471, value_count: 1
key: 8398, value_count: 1
key: 31288, value_count: 1
key: 2283, value_count: 1
key: 70765, value_count: 1
key: 15238, value_count: 1
key: 103190, value_count: 1
key: 122563, value_count: 1
key: 67373, value_count: 1
key: 49513, value_count: 1
key: 103273, value_count: 1
key: 76615, value_count: 1
key: 30837, value_count: 1
key: 92236, value_count: 1
key: 95739, value_count: 1
key: 82934, value_count: 1
key: 36239, value_count: 1
key: 114274, value_count: 1
key: 7212, value_count: 1
key: 27657, value_count: 1
key: 91562, value_count: 1
key: 118152, value_count: 1
key: 67928, value_count: 1
key: 23540, value_count: 1
key: 22644, value_count: 1
key: 77097, value_count: 1
key: 25963, value_count: 1
key: 91588, value_count: 1
key: 80036, value_count: 1
key: 44695, value_count: 1
key: 94735, value_count: 1
key: 95593, value_count: 1
key: 120516, value_count: 1
key: 32469, value_count: 1
key: 72042, value_count: 1
key: 3377, value_count: 1
key: 23632, value_count: 1
key: 24237, value_count: 1
key: 96592, value_count: 1
key: 98639, value_count: 1
key: 100662, value_count: 1
key: 109736, value_count: 1
key: 78939, value_count: 1
key: 93079, value_count: 1
key: 30128, value_count: 1
key: 51500, value_count: 1
key: 55796, value_count: 1
key: 113875, value_count: 1
key: 38759, value_count: 1
key: 117428, value_count: 1
key: 90684, value_count: 1
key: 50454, value_count: 1
key: 72, value_count: 1
key: 95553, value_count: 1
key: 100309, value_count: 1
key: 54818, value_count: 1
key: 5794, value_count: 1
key: 60586, value_count: 1
key: 75827, value_count: 1
key: 83352, value_count: 1
key: 64272, value_count: 1
key: 38607, value_count: 1
key: 26965, value_count: 1
key: 27730, value_count: 1
key: 30046, value_count: 1
key: 125030, value_count: 1
key: 76553, value_count: 1
key: 86991, value_count: 1
key: 90916, value_count: 1
key: 52443, value_count: 1
key: 23461, value_count: 1
key: 93318, value_count: 1
key: 54356, value_count: 1
key: 108256, value_count: 1
key: 109719, value_count: 1
key: 115913, value_count: 1
key: 66275, value_count: 1
key: 92242, value_count: 1
key: 109998, value_count: 1
key: 89493, value_count: 1
key: 28241, value_count: 1
key: 61402, value_count: 1
key: 103652, value_count: 1
key: 110283, value_count: 1
key: 14604, value_count: 1
key: 26166, value_count: 1
key: 57289, value_count: 1
key: 83158, value_count: 1
key: 114164, value_count: 1
key: 85617, value_count: 1
key: 55179, value_count: 1
key: 99397, value_count: 1
key: 47069, value_count: 1
key: 73213, value_count: 1
key: 87070, value_count: 1
key: 54591, value_count: 1
key: 2689, value_count: 1
key: 104796, value_count: 1
key: 88092, value_count: 1
key: 117358, value_count: 1
key: 2492, value_count: 1
key: 1037, value_count: 1
key: 46015, value_count: 1
key: 31255, value_count: 1
key: 56971, value_count: 1
key: 29102, value_count: 1
key: 59056, value_count: 1
key: 75841, value_count: 1
key: 17583, value_count: 1
key: 15343, value_count: 1
key: 69244, value_count: 1
key: 41369, value_count: 1
key: 94645, value_count: 1
key: 104095, value_count: 1
key: 88132, value_count: 1
key: 77720, value_count: 1
key: 9711, value_count: 1
key: 40326, value_count: 1
key: 96224, value_count: 1
key: 74638, value_count: 1
key: 33212, value_count: 1
key: 38436, value_count: 1
key: 7245, value_count: 1
key: 78537, value_count: 1
key: 87099, value_count: 1
key: 114658, value_count: 1
key: 123539, value_count: 1
key: 52349, value_count: 1
key: 79407, value_count: 1
key: 19519, value_count: 1
key: 92160, value_count: 1
key: 30097, value_count: 1
key: 56324, value_count: 1
key: 53015, value_count: 1
key: 89391, value_count: 1
key: 16029, value_count: 1
key: 96417, value_count: 1
key: 121731, value_count: 1
key: 106560, value_count: 1
key: 107665, value_count: 1
key: 106724, value_count: 1
key: 103338, value_count: 1
key: 89222, value_count: 1
key: 26884, value_count: 1
key: 41285, value_count: 1
key: 65545, value_count: 1
key: 86461, value_count: 1
key: 44996, value_count: 1
key: 92667, value_count: 1
key: 99796, value_count: 1
key: 108923, value_count: 1
key: 99534, value_count: 1
key: 27027, value_count: 1
key: 89110, value_count: 1
key: 110731, value_count: 1
key: 6988, value_count: 1
key: 72395, value_count: 1
key: 111427, value_count: 1
key: 86106, value_count: 1
key: 65115, value_count: 1
key: 8187, value_count: 1
key: 47406, value_count: 1
key: 37495, value_count: 1
key: 107325, value_count: 1
key: 59344, value_count: 1
key: 65354, value_count: 1
key: 56375, value_count: 1
key: 1150, value_count: 1
key: 17307, value_count: 1
key: 27066, value_count: 1
key: 6523, value_count: 1
key: 187, value_count: 1
key: 20484, value_count: 1
key: 59078, value_count: 1
key: 69739, value_count: 1
key: 71082, value_count: 1
key: 86096, value_count: 1
key: 93479, value_count: 1
key: 19900, value_count: 1
key: 49816, value_count: 1
key: 112382, value_count: 1
key: 116104, value_count: 1
key: 82508, value_count: 1
key: 78582, value_count: 1
key: 118665, value_count: 1
key: 49730, value_count: 1
key: 42544, value_count: 1
key: 92826, value_count: 1
key: 106187, value_count: 1
key: 112134, value_count: 1
key: 33180, value_count: 1
key: 98131, value_count: 1
key: 15030, value_count: 1
key: 117138, value_count: 1
key: 1349, value_count: 1
key: 120478, value_count: 1
key: 62117, value_count: 1
key: 14862, value_count: 1
key: 82443, value_count: 1
key: 105483, value_count: 1
key: 49586, value_count: 1
key: 101915, value_count: 1
key: 42862, value_count: 1
key: 5337, value_count: 1
key: 17430, value_count: 1
key: 88842, value_count: 1
key: 12821, value_count: 1
key: 20660, value_count: 1
key: 107552, value_count: 1
key: 110378, value_count: 1
key: 41217, value_count: 1
key: 74184, value_count: 1
key: 81822, value_count: 1
key: 99260, value_count: 1
key: 100117, value_count: 1
key: 3291, value_count: 1
key: 48319, value_count: 1
key: 40652, value_count: 1
key: 67897, value_count: 1
key: 109725, value_count: 1
key: 109242, value_count: 1
key: 107515, value_count: 1
key: 109829, value_count: 1
key: 28382, value_count: 1
key: 122638, value_count: 1
key: 36842, value_count: 1
key: 31930, value_count: 1
key: 76459, value_count: 1
key: 42760, value_count: 1
key: 55093, value_count: 1
key: 87742, value_count: 1
key: 92612, value_count: 1
key: 88396, value_count: 1
key: 54108, value_count: 1
key: 15908, value_count: 1
key: 88494, value_count: 1
key: 105615, value_count: 1
key: 9474, value_count: 1
key: 22262, value_count: 1
key: 48792, value_count: 1
key: 85902, value_count: 1
key: 81584, value_count: 1
key: 120902, value_count: 1
key: 84462, value_count: 1
key: 13014, value_count: 1
key: 120181, value_count: 1
key: 24326, value_count: 1
key: 42675, value_count: 1
key: 57020, value_count: 1
key: 31373, value_count: 1
key: 88447, value_count: 1
key: 109865, value_count: 1
key: 101095, value_count: 1
key: 29813, value_count: 1
key: 99668, value_count: 1
key: 17943, value_count: 1
key: 33517, value_count: 1
key: 82872, value_count: 1
key: 86781, value_count: 1
key: 110908, value_count: 1
key: 29454, value_count: 1
key: 29870, value_count: 1
key: 62471, value_count: 1
key: 123802, value_count: 1
key: 44428, value_count: 1
key: 104123, value_count: 1
key: 42276, value_count: 1
key: 62939, value_count: 1
key: 110799, value_count: 1
key: 2442, value_count: 1
key: 77800, value_count: 1
key: 101069, value_count: 1
key: 7827, value_count: 1
key: 12976, value_count: 1
key: 1707, value_count: 1
key: 118182, value_count: 1
key: 77683, value_count: 1
key: 89812, value_count: 1
key: 38528, value_count: 1
key: 105555, value_count: 1
key: 124076, value_count: 1
key: 10074, value_count: 1
key: 34573, value_count: 1
key: 110068, value_count: 1
key: 96503, value_count: 1
key: 107346, value_count: 1
key: 110316, value_count: 1
key: 69025, value_count: 1
key: 120249, value_count: 1
key: 58851, value_count: 1
key: 96448, value_count: 1
key: 75661, value_count: 1
key: 29112, value_count: 1
key: 104250, value_count: 1
key: 59591, value_count: 1
key: 10229, value_count: 1
key: 27788, value_count: 1
key: 48842, value_count: 1
key: 24310, value_count: 1
key: 6330, value_count: 1
key: 7451, value_count: 1
key: 21234, value_count: 1
key: 53867, value_count: 1
key: 99187, value_count: 1
key: 9594, value_count: 1
key: 101843, value_count: 1
key: 25176, value_count: 1
key: 113276, value_count: 1
key: 124107, value_count: 1
key: 73294, value_count: 1
key: 42323, value_count: 1
key: 46939, value_count: 1
key: 95562, value_count: 1
key: 28667, value_count: 1
key: 112034, value_count: 1
key: 79980, value_count: 1
key: 66894, value_count: 1
key: 80692, value_count: 1
key: 45469, value_count: 1
key: 78181, value_count: 1
key: 33173, value_count: 1
key: 77153, value_count: 1
key: 10214, value_count: 1
key: 44759, value_count: 1
key: 65023, value_count: 1
key: 67952, value_count: 1
key: 56930, value_count: 1
key: 35563, value_count: 1
key: 26556, value_count: 1
key: 6857, value_count: 1
key: 123530, value_count: 1
key: 31226, value_count: 1
key: 53101, value_count: 1
key: 76561, value_count: 1
key: 68065, value_count: 1
key: 31911, value_count: 1
key: 75329, value_count: 1
key: 81299, value_count: 1
key: 32681, value_count: 1
key: 15494, value_count: 1
key: 86965, value_count: 1
key: 20013, value_count: 1
key: 17492, value_count: 1
key: 88480, value_count: 1
key: 112950, value_count: 1
key: 106051, value_count: 1
key: 95638, value_count: 1
key: 16629, value_count: 1
key: 40430, value_count: 1
key: 31766, value_count: 1
key: 9488, value_count: 1
key: 104309, value_count: 1
key: 37678, value_count: 1
key: 123009, value_count: 1
key: 68919, value_count: 1
key: 100211, value_count: 1
key: 112636, value_count: 1
key: 9480, value_count: 1
key: 78549, value_count: 1
key: 24484, value_count: 1
key: 52705, value_count: 1
key: 92592, value_count: 1
key: 30799, value_count: 1
key: 107151, value_count: 1
key: 86355, value_count: 1
key: 15366, value_count: 1
key: 47353, value_count: 1
key: 2630, value_count: 1
key: 51218, value_count: 1
key: 21073, value_count: 1
key: 50735, value_count: 1
key: 16644, value_count: 1
key: 18909, value_count: 1
key: 86148, value_count: 1
key: 124182, value_count: 1
key: 94935, value_count: 1
key: 47762, value_count: 1
key: 51803, value_count: 1
key: 87448, value_count: 1
key: 107828, value_count: 1
key: 89100, value_count: 1
key: 2095, value_count: 1
key: 67933, value_count: 1
key: 69380, value_count: 1
key: 17382, value_count: 1
key: 39667, value_count: 1
key: 37024, value_count: 1
key: 110260, value_count: 1
key: 2148, value_count: 1
key: 84759, value_count: 1
key: 62373, value_count: 1
key: 115753, value_count: 1
key: 16122, value_count: 1
key: 32216, value_count: 1
key: 1459, value_count: 1
key: 114301, value_count: 1
key: 4468, value_count: 1
key: 8, value_count: 1
key: 27768, value_count: 1
key: 92210, value_count: 1
key: 84654, value_count: 1
key: 100561, value_count: 1
key: 50093, value_count: 1
key: 10645, value_count: 1
key: 13517, value_count: 1
key: 117519, value_count: 1
key: 11535, value_count: 1
key: 26917, value_count: 1
key: 112029, value_count: 1
key: 2543, value_count: 1
key: 112886, value_count: 1
key: 103821, value_count: 1
key: 104875, value_count: 1
key: 31735, value_count: 1
key: 48409, value_count: 1
key: 107021, value_count: 1
key: 112618, value_count: 1
key: 65267, value_count: 1
key: 96540, value_count: 1
key: 114679, value_count: 1
key: 23716, value_count: 1
key: 123260, value_count: 1
key: 8214, value_count: 1
key: 124521, value_count: 1
key: 61473, value_count: 1
key: 53168, value_count: 1
key: 102512, value_count: 1
key: 19756, value_count: 1
key: 11687, value_count: 1
key: 112576, value_count: 1
key: 94959, value_count: 1
key: 11903, value_count: 1
key: 83585, value_count: 1
key: 14870, value_count: 1
key: 112735, value_count: 1
key: 62821, value_count: 1
key: 110714, value_count: 1
key: 92656, value_count: 1
key: 92985, value_count: 1
key: 29321, value_count: 1
key: 58033, value_count: 1
key: 70766, value_count: 1
key: 30093, value_count: 1
key: 52299, value_count: 1
key: 94226, value_count: 1
key: 105203, value_count: 1
key: 13562, value_count: 1
key: 50564, value_count: 1
key: 121844, value_count: 1
key: 66024, value_count: 1
key: 34979, value_count: 1
key: 55149, value_count: 1
key: 57188, value_count: 1
key: 118667, value_count: 1
key: 57524, value_count: 1
key: 65739, value_count: 1
key: 113571, value_count: 1
key: 34063, value_count: 1
key: 117054, value_count: 1
key: 52803, value_count: 1
key: 70325, value_count: 1
key: 50189, value_count: 1
key: 49013, value_count: 1
key: 58467, value_count: 1
key: 54149, value_count: 1
key: 107152, value_count: 1
